rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,previous_delay_in_minutes,marge_minutes,attente_conducteur
550036,396532,mobile,ended,2943.0,546881.0,0.0,12.0,12.0,12.0
551485,388895,mobile,ended,196.0,551404.0,120.0,48.0,-72.0,0.0
551631,293523,mobile,ended,28.0,547485.0,0.0,18.0,18.0,18.0
553385,358772,connect,ended,-71.0,543328.0,120.0,-9.0,-129.0,0.0
553825,335276,connect,ended,-18.0,552800.0,150.0,-74.0,-224.0,0.0
554330,392882,mobile,ended,142.0,543626.0,570.0,-148.0,-718.0,0.0
554470,392718,mobile,ended,-15.0,547640.0,60.0,,,
554673,383344,connect,ended,-9.0,553891.0,180.0,-27.0,-207.0,0.0
554926,412226,mobile,ended,-11.0,560213.0,420.0,,,
555280,357875,mobile,ended,1357.0,547287.0,360.0,-84.0,-444.0,0.0
545797,371387,mobile,ended,1606.0,546641.0,60.0,,,
546516,248889,connect,ended,-282.0,548781.0,0.0,-118.0,-118.0,0.0
548293,405481,mobile,ended,80.0,532574.0,240.0,-11.0,-251.0,0.0
548465,369230,mobile,ended,-197.0,534486.0,690.0,-99.0,-789.0,0.0
548906,312157,mobile,ended,-2.0,555893.0,690.0,-49.0,-739.0,0.0
541602,383110,connect,ended,-36.0,539987.0,720.0,76.0,-644.0,0.0
541861,406413,mobile,ended,-46.0,540030.0,120.0,59.0,-61.0,0.0
542701,409005,mobile,ended,-12.0,541529.0,60.0,17.0,-43.0,0.0
543335,398876,mobile,ended,153.0,557295.0,540.0,29.0,-511.0,0.0
544799,394928,connect,ended,-59.0,531562.0,210.0,-129.0,-339.0,0.0
544864,357860,connect,ended,-52.0,540016.0,450.0,16.0,-434.0,0.0
545132,379539,mobile,canceled,,527161.0,90.0,,,
545560,258737,mobile,ended,59.0,542993.0,0.0,39.0,39.0,39.0
545760,383804,connect,ended,-25.0,552820.0,180.0,-4.0,-184.0,0.0
545948,383344,connect,ended,83.0,519135.0,90.0,69.0,-21.0,0.0
551368,359045,connect,ended,31.0,551957.0,30.0,3.0,-27.0,0.0
551369,304392,connect,ended,-174.0,551492.0,630.0,-17.0,-647.0,0.0
551784,409345,mobile,ended,-17.0,557381.0,60.0,14.0,-46.0,0.0
552111,313955,mobile,ended,-94.0,544602.0,300.0,42.0,-258.0,0.0
552169,412539,mobile,ended,-262.0,551183.0,270.0,19.0,-251.0,0.0
540408,373893,connect,ended,14.0,537659.0,450.0,-4.0,-454.0,0.0
540782,401387,mobile,ended,-60.0,521343.0,540.0,86.0,-454.0,0.0
541816,347464,connect,ended,-55.0,509094.0,720.0,-26.0,-746.0,0.0
542034,280406,mobile,canceled,,540818.0,600.0,52.0,-548.0,0.0
535910,330289,mobile,canceled,,535048.0,360.0,,,
535520,374169,connect,canceled,,564202.0,600.0,,,
555973,399912,connect,ended,,553160.0,30.0,-67.0,-97.0,0.0
556619,214635,connect,ended,2.0,540747.0,240.0,,,
556705,351660,connect,ended,69.0,558817.0,720.0,-72.0,-792.0,0.0
557536,407411,mobile,ended,8.0,555201.0,30.0,-26.0,-56.0,0.0
557540,375047,connect,ended,-69.0,552358.0,630.0,-7.0,-637.0,0.0
557461,194343,connect,ended,-29.0,505628.0,90.0,-60.0,-150.0,0.0
551363,403265,mobile,ended,,549825.0,690.0,-18.0,-708.0,0.0
551617,349894,connect,ended,-29.0,549019.0,270.0,32.0,-238.0,0.0
536952,241021,connect,ended,-39.0,542244.0,720.0,80.0,-640.0,0.0
537578,280805,connect,canceled,,534344.0,720.0,18.0,-702.0,0.0
536587,404906,mobile,canceled,,539334.0,660.0,-55.0,-715.0,0.0
536887,350149,mobile,ended,-47.0,542853.0,30.0,-78.0,-108.0,0.0
537126,359049,connect,ended,-156.0,539408.0,720.0,-6.0,-726.0,0.0
539640,368432,mobile,ended,-12.0,535981.0,0.0,2.0,2.0,2.0
540078,351660,connect,ended,20.0,541498.0,240.0,3.0,-237.0,0.0
541514,383309,mobile,canceled,,546477.0,30.0,16.0,-14.0,0.0
541565,228359,connect,ended,-10.0,535991.0,60.0,-225.0,-285.0,0.0
541898,358978,connect,ended,-45.0,542766.0,540.0,-8.0,-548.0,0.0
542274,368404,mobile,ended,16.0,523506.0,720.0,5.0,-715.0,0.0
542826,290600,connect,ended,-14.0,542197.0,0.0,-12.0,-12.0,0.0
549176,390481,mobile,ended,10.0,537874.0,330.0,-31.0,-361.0,0.0
549636,336426,mobile,ended,1645.0,549493.0,0.0,283.0,283.0,283.0
549845,224728,mobile,ended,28.0,551198.0,30.0,48.0,18.0,18.0
550306,353425,connect,ended,-58.0,555658.0,720.0,-89.0,-809.0,0.0
551255,383997,mobile,ended,34.0,525663.0,720.0,59.0,-661.0,0.0
551933,391325,mobile,ended,-121.0,543706.0,60.0,,,
552649,384479,mobile,ended,47.0,546050.0,180.0,,,
553030,374626,mobile,ended,-82.0,548963.0,630.0,48.0,-582.0,0.0
553531,376901,connect,ended,-74.0,565868.0,30.0,-19.0,-49.0,0.0
541634,214635,connect,canceled,,540747.0,420.0,,,
543138,391379,connect,ended,318.0,538099.0,60.0,65.0,5.0,5.0
551825,376901,mobile,ended,-31.0,543606.0,60.0,18.0,-42.0,0.0
551955,351168,mobile,ended,,538688.0,120.0,69.0,-51.0,0.0
554279,301181,mobile,ended,572.0,553087.0,60.0,-87.0,-147.0,0.0
554448,300505,connect,ended,38.0,555637.0,30.0,-1.0,-31.0,0.0
554534,407389,mobile,ended,42.0,553108.0,600.0,11.0,-589.0,0.0
543560,394875,mobile,ended,2322.0,540428.0,0.0,6.0,6.0,6.0
543480,192575,connect,ended,120.0,532216.0,180.0,1.0,-179.0,0.0
552987,400689,mobile,ended,7.0,559416.0,0.0,7.0,7.0,7.0
553940,390068,connect,ended,-3.0,556203.0,180.0,169.0,-11.0,0.0
554066,410571,mobile,ended,-320.0,548898.0,120.0,47.0,-73.0,0.0
554078,382821,connect,ended,-15.0,552892.0,420.0,-48.0,-468.0,0.0
554897,412989,mobile,ended,,563395.0,240.0,,,
556882,380479,mobile,canceled,,558724.0,0.0,13.0,13.0,13.0
557062,374298,connect,ended,58.0,556079.0,240.0,,,
557956,296227,mobile,ended,220.0,553198.0,30.0,252.0,222.0,222.0
544607,402562,connect,ended,58.0,548088.0,0.0,-111.0,-111.0,0.0
544614,379889,mobile,ended,131.0,526468.0,150.0,-37.0,-187.0,0.0
544946,393126,mobile,ended,584.0,540436.0,90.0,119.0,29.0,29.0
545012,200366,mobile,ended,228.0,534183.0,240.0,21.0,-219.0,0.0
545483,406927,mobile,ended,4.0,538253.0,120.0,11.0,-109.0,0.0
515799,392368,connect,ended,-151.0,538120.0,510.0,-103.0,-613.0,0.0
522771,358772,connect,ended,-43.0,557012.0,60.0,-29.0,-89.0,0.0
523194,216576,connect,ended,-163.0,548778.0,120.0,-1.0,-121.0,0.0
534119,392656,mobile,canceled,,554740.0,0.0,,,
535771,336754,mobile,ended,140.0,538215.0,0.0,-26.0,-26.0,0.0
538722,176670,connect,ended,-121.0,538870.0,30.0,-30.0,-60.0,0.0
539109,313432,mobile,ended,58.0,532031.0,60.0,62.0,2.0,2.0
535887,351393,connect,ended,90.0,541454.0,720.0,254.0,-466.0,0.0
538748,243721,mobile,ended,11.0,534917.0,120.0,131.0,11.0,11.0
538773,241021,connect,ended,55.0,540159.0,0.0,-204.0,-204.0,0.0
539506,390656,connect,ended,11.0,513950.0,0.0,-2.0,-2.0,0.0
540132,397838,mobile,ended,-15.0,526192.0,720.0,10.0,-710.0,0.0
540293,348462,mobile,ended,13.0,511557.0,360.0,-4.0,-364.0,0.0
542067,406161,mobile,canceled,,556375.0,480.0,9.0,-471.0,0.0
542755,334190,connect,ended,60.0,534169.0,0.0,25.0,25.0,25.0
542977,364530,mobile,ended,-41.0,540811.0,0.0,-30.0,-30.0,0.0
543054,388895,mobile,ended,137.0,545117.0,600.0,-118.0,-718.0,0.0
559859,310049,mobile,ended,7.0,554407.0,120.0,76.0,-44.0,0.0
560146,275364,connect,canceled,,553244.0,90.0,,,
560686,370907,mobile,ended,,526426.0,600.0,42.0,-558.0,0.0
561761,364907,connect,ended,-78.0,560285.0,720.0,-169.0,-889.0,0.0
559709,379889,mobile,ended,-2.0,554879.0,90.0,14.0,-76.0,0.0
560278,362187,connect,ended,-151.0,559898.0,690.0,-8.0,-698.0,0.0
560319,390467,connect,ended,-61.0,554129.0,720.0,1.0,-719.0,0.0
560568,390702,connect,ended,-106.0,549612.0,720.0,2.0,-718.0,0.0
560606,402562,connect,ended,,544791.0,630.0,85.0,-545.0,0.0
560790,173061,connect,ended,,559663.0,90.0,-21.0,-111.0,0.0
555434,385378,mobile,ended,1634.0,553002.0,210.0,9.0,-201.0,0.0
555762,181625,connect,ended,39.0,564963.0,540.0,180.0,-360.0,0.0
557838,383804,connect,ended,117.0,545760.0,60.0,-25.0,-85.0,0.0
558833,192643,mobile,ended,,558823.0,0.0,,,
559702,400709,mobile,ended,,557217.0,300.0,,,
559759,410052,mobile,ended,-56.0,556710.0,600.0,70.0,-530.0,0.0
560031,297105,connect,ended,434.0,558934.0,720.0,-102.0,-822.0,0.0
560896,391379,connect,ended,-37.0,559579.0,150.0,8.0,-142.0,0.0
560926,383344,connect,canceled,,560740.0,450.0,17.0,-433.0,0.0
561664,403240,connect,ended,-232.0,561032.0,630.0,-1.0,-631.0,0.0
543807,340616,connect,canceled,,543796.0,510.0,17.0,-493.0,0.0
543910,314456,connect,ended,56.0,542971.0,0.0,-26.0,-26.0,0.0
550027,384983,mobile,ended,21.0,538603.0,420.0,169.0,-251.0,0.0
550185,386259,connect,ended,15.0,547975.0,180.0,27.0,-153.0,0.0
550407,341861,connect,ended,-37.0,551209.0,120.0,-15.0,-135.0,0.0
550411,323762,mobile,ended,17.0,549767.0,600.0,-222.0,-822.0,0.0
550833,409598,mobile,canceled,,548670.0,720.0,,,
551674,255757,connect,canceled,,542843.0,690.0,-231.0,-921.0,0.0
552189,321170,mobile,ended,12.0,537078.0,300.0,22.0,-278.0,0.0
553402,386413,connect,ended,-37.0,551633.0,600.0,58.0,-542.0,0.0
553409,402654,mobile,ended,,549265.0,570.0,,,
544361,400171,mobile,ended,16.0,534370.0,0.0,-69.0,-69.0,0.0
544753,380478,mobile,ended,810.0,526537.0,0.0,,,
544923,380038,mobile,ended,28.0,536646.0,600.0,88.0,-512.0,0.0
543713,355444,connect,ended,-36.0,541691.0,120.0,5.0,-115.0,0.0
543857,343003,mobile,ended,,563709.0,720.0,,,
544803,299063,connect,ended,-24.0,563652.0,30.0,-22.0,-52.0,0.0
545828,372027,mobile,ended,-60.0,540875.0,0.0,-12.0,-12.0,0.0
545899,295349,mobile,ended,,541564.0,480.0,,,
558387,399575,connect,ended,81.0,552753.0,0.0,-43.0,-43.0,0.0
558504,195467,mobile,ended,,554248.0,450.0,,,
559282,314456,connect,ended,-106.0,566613.0,60.0,10.0,-50.0,0.0
559396,368604,connect,ended,-29.0,546242.0,90.0,2.0,-88.0,0.0
559476,404041,connect,ended,-71.0,546640.0,720.0,-44.0,-764.0,0.0
559800,362498,mobile,ended,75.0,551850.0,150.0,26.0,-124.0,0.0
560169,367919,connect,ended,15.0,554745.0,0.0,-32.0,-32.0,0.0
540035,358772,connect,ended,51.0,537504.0,540.0,-43.0,-583.0,0.0
543665,397413,mobile,ended,7.0,541444.0,30.0,,,
543931,190291,connect,ended,-173.0,535349.0,510.0,-37.0,-547.0,0.0
543965,192179,connect,canceled,,526733.0,120.0,-94.0,-214.0,0.0
544576,377119,connect,ended,-2.0,542935.0,360.0,16.0,-344.0,0.0
544972,407389,mobile,ended,41.0,529569.0,270.0,242.0,-28.0,0.0
545005,362339,connect,ended,13.0,538954.0,570.0,,,
545105,320780,mobile,ended,167.0,540181.0,690.0,28.0,-662.0,0.0
545211,310661,mobile,ended,10.0,536387.0,450.0,5.0,-445.0,0.0
545582,382060,mobile,ended,6606.0,544670.0,660.0,-27.0,-687.0,0.0
546592,296967,connect,canceled,,545025.0,240.0,415.0,175.0,175.0
537302,380813,mobile,ended,-34.0,543359.0,660.0,594.0,-66.0,0.0
537401,408927,mobile,ended,4.0,546980.0,60.0,11.0,-49.0,0.0
563312,347873,connect,ended,-44.0,555622.0,570.0,-154.0,-724.0,0.0
563644,192643,mobile,ended,,563362.0,180.0,,,
563830,361262,mobile,ended,-274.0,564208.0,270.0,90.0,-180.0,0.0
564480,415326,mobile,ended,,562579.0,600.0,,,
565162,342699,connect,ended,52.0,564294.0,270.0,,,
566054,390729,mobile,ended,17.0,556355.0,90.0,,,
566342,383443,connect,ended,-598.0,564616.0,480.0,-113.0,-593.0,0.0
566561,342699,connect,ended,-13.0,564845.0,0.0,-61.0,-61.0,0.0
566606,415533,mobile,ended,-1.0,566705.0,660.0,-17.0,-677.0,0.0
562514,272430,connect,ended,-25.0,562848.0,0.0,-63.0,-63.0,0.0
562896,376677,connect,canceled,,563347.0,600.0,-212.0,-812.0,0.0
563251,383720,connect,ended,-33.0,554559.0,720.0,19.0,-701.0,0.0
563305,406554,connect,canceled,,561185.0,150.0,-5.0,-155.0,0.0
567472,223850,mobile,canceled,,561253.0,210.0,83.0,-127.0,0.0
567702,330679,mobile,ended,,549583.0,0.0,39.0,39.0,39.0
568014,413333,mobile,ended,94.0,561744.0,720.0,-3.0,-723.0,0.0
519066,331903,mobile,ended,51.0,509729.0,210.0,19.0,-191.0,0.0
520498,195467,mobile,ended,-2676.0,543363.0,660.0,,,
545732,374684,mobile,ended,-226.0,542561.0,720.0,-1.0,-721.0,0.0
546201,307439,mobile,ended,625.0,545098.0,720.0,-45.0,-765.0,0.0
546870,377700,mobile,ended,36.0,552710.0,90.0,5.0,-85.0,0.0
546958,405005,connect,canceled,,546959.0,570.0,38.0,-532.0,0.0
547783,194343,connect,ended,-61.0,545064.0,30.0,74.0,44.0,44.0
547797,397838,mobile,ended,14.0,542249.0,90.0,-84.0,-174.0,0.0
548232,349678,connect,ended,-100.0,547238.0,180.0,-652.0,-832.0,0.0
549714,346208,connect,ended,-126.0,553005.0,240.0,-6.0,-246.0,0.0
550616,368432,mobile,ended,-65.0,527378.0,0.0,0.0,0.0,0.0
551143,390467,connect,canceled,,548851.0,60.0,-16.0,-76.0,0.0
551327,376626,mobile,ended,-207.0,538892.0,660.0,19.0,-641.0,0.0
551540,408910,mobile,ended,79.0,536101.0,720.0,-60.0,-780.0,0.0
555451,390702,connect,ended,175.0,560568.0,120.0,-106.0,-226.0,0.0
555637,300505,connect,ended,-1.0,545888.0,60.0,-137.0,-197.0,0.0
549269,375307,mobile,ended,39.0,535903.0,720.0,67.0,-653.0,0.0
549387,338940,mobile,ended,,548303.0,60.0,-101.0,-161.0,0.0
550302,411454,mobile,ended,,546923.0,480.0,,,
550575,402078,mobile,ended,-139.0,543717.0,0.0,-7.0,-7.0,0.0
551081,341630,mobile,ended,731.0,549811.0,690.0,114.0,-576.0,0.0
560221,364652,connect,canceled,,551511.0,60.0,-81.0,-141.0,0.0
560431,284713,connect,ended,-45.0,567229.0,600.0,-4.0,-604.0,0.0
560640,410939,connect,canceled,,548152.0,60.0,,,
560796,407419,connect,ended,26.0,545608.0,0.0,-54.0,-54.0,0.0
548172,361156,mobile,ended,-29.0,522848.0,300.0,-5.0,-305.0,0.0
549107,350873,connect,ended,-4.0,547903.0,0.0,-215.0,-215.0,0.0
550534,226317,mobile,ended,,544324.0,0.0,,,
561749,304775,connect,canceled,,558858.0,510.0,18.0,-492.0,0.0
562317,345080,connect,ended,-9.0,563786.0,210.0,-80.0,-290.0,0.0
562760,348462,mobile,ended,,562721.0,0.0,11.0,11.0,11.0
559276,403270,mobile,ended,,559235.0,480.0,-635.0,-1115.0,0.0
560369,410939,connect,canceled,,548152.0,0.0,,,
560466,404731,mobile,ended,1250.0,556577.0,0.0,287.0,287.0,287.0
560754,412378,mobile,ended,146.0,560199.0,240.0,108.0,-132.0,0.0
561590,270867,connect,ended,22.0,554496.0,510.0,89.0,-421.0,0.0
562498,351258,mobile,ended,-20.0,544878.0,630.0,29.0,-601.0,0.0
562833,360551,connect,ended,-10.0,560777.0,330.0,-25.0,-355.0,0.0
552224,393799,mobile,ended,290.0,531793.0,120.0,39.0,-81.0,0.0
553066,300505,connect,ended,77.0,552707.0,90.0,-92.0,-182.0,0.0
553100,412093,mobile,ended,67.0,557175.0,120.0,74.0,-46.0,0.0
553407,407389,mobile,ended,341.0,549457.0,660.0,-588.0,-1248.0,0.0
554605,265239,connect,ended,-431.0,551587.0,90.0,12.0,-78.0,0.0
540063,408117,mobile,ended,9787.0,540574.0,90.0,0.0,-90.0,0.0
540124,380859,mobile,ended,26.0,539717.0,150.0,164.0,14.0,14.0
540312,223640,mobile,ended,,541480.0,60.0,,,
541160,380833,mobile,ended,-22.0,556918.0,60.0,35.0,-25.0,0.0
553964,381012,mobile,ended,-707.0,547734.0,720.0,83.0,-637.0,0.0
554608,305525,connect,ended,-13.0,552965.0,270.0,-6.0,-276.0,0.0
555646,407465,connect,ended,-6.0,553623.0,30.0,-59.0,-89.0,0.0
556448,285452,connect,ended,14.0,556131.0,30.0,-74.0,-104.0,0.0
568111,205041,mobile,canceled,,564302.0,390.0,41.0,-349.0,0.0
568133,224728,mobile,canceled,,567789.0,30.0,-130.0,-160.0,0.0
568627,405142,connect,ended,-45.0,560761.0,660.0,-67.0,-727.0,0.0
569087,193097,connect,canceled,,566731.0,0.0,252.0,252.0,252.0
569260,371572,connect,canceled,,554835.0,0.0,-11.0,-11.0,0.0
569383,407636,connect,ended,55.0,560335.0,60.0,-159.0,-219.0,0.0
569932,321322,mobile,ended,64.0,570206.0,0.0,13.0,13.0,13.0
572423,225617,mobile,ended,,570969.0,660.0,,,
523462,186958,mobile,ended,-61.0,554177.0,690.0,-40.0,-730.0,0.0
567038,407465,connect,ended,-3.0,566140.0,180.0,41.0,-139.0,0.0
567347,328263,mobile,ended,-59.0,565243.0,150.0,10.0,-140.0,0.0
567859,310918,connect,ended,-14.0,562013.0,600.0,15.0,-585.0,0.0
568031,394043,mobile,ended,665.0,565470.0,120.0,15.0,-105.0,0.0
568084,214635,connect,ended,-22.0,549978.0,540.0,-32.0,-572.0,0.0
568317,314220,mobile,ended,-106.0,561970.0,720.0,-8.0,-728.0,0.0
569062,364882,connect,ended,42.0,566930.0,0.0,-106.0,-106.0,0.0
569501,295830,connect,ended,-9.0,557587.0,120.0,-404.0,-524.0,0.0
571752,402235,mobile,ended,34.0,557648.0,0.0,91.0,91.0,91.0
575013,293910,mobile,ended,-15.0,563147.0,630.0,12.0,-618.0,0.0
568757,379316,mobile,ended,-5.0,567008.0,480.0,6.0,-474.0,0.0
569032,360474,connect,canceled,,565633.0,0.0,,,
570357,336886,mobile,canceled,,567161.0,690.0,-29.0,-719.0,0.0
571135,403962,connect,ended,56.0,563253.0,480.0,-139.0,-619.0,0.0
555952,363386,mobile,ended,-8.0,555902.0,300.0,131.0,-169.0,0.0
556238,399603,mobile,ended,-29.0,560315.0,300.0,-334.0,-634.0,0.0
556334,350149,mobile,ended,228.0,545622.0,330.0,105.0,-225.0,0.0
557592,398586,connect,canceled,,557631.0,240.0,-38.0,-278.0,0.0
558052,400078,mobile,ended,,561330.0,60.0,,,
558627,305525,connect,ended,8.0,559997.0,0.0,6.0,6.0,6.0
559139,383110,connect,ended,219.0,558448.0,570.0,64.0,-506.0,0.0
559798,376840,connect,ended,-48.0,558702.0,60.0,-164.0,-224.0,0.0
560901,256882,mobile,ended,4.0,560362.0,480.0,14.0,-466.0,0.0
562874,349171,connect,ended,13.0,561815.0,600.0,-493.0,-1093.0,0.0
541776,264348,mobile,ended,37.0,539983.0,630.0,-11.0,-641.0,0.0
542651,336314,mobile,ended,78.0,535888.0,60.0,7.0,-53.0,0.0
543005,396483,connect,ended,-152.0,542616.0,0.0,4.0,4.0,4.0
543281,363387,mobile,ended,-86.0,540115.0,0.0,-38.0,-38.0,0.0
543497,341119,connect,ended,2.0,543297.0,30.0,66.0,36.0,36.0
543911,349678,connect,ended,132.0,532779.0,0.0,-80.0,-80.0,0.0
543920,403265,mobile,ended,-108.0,534967.0,60.0,-11.0,-71.0,0.0
544075,353270,mobile,ended,-2.0,533945.0,150.0,130.0,-20.0,0.0
544080,289901,connect,ended,-170.0,548270.0,600.0,-473.0,-1073.0,0.0
544346,377509,mobile,ended,3.0,544659.0,0.0,-112.0,-112.0,0.0
544367,381684,mobile,ended,41.0,543618.0,210.0,10.0,-200.0,0.0
544603,401871,connect,ended,246.0,558206.0,0.0,-77.0,-77.0,0.0
548079,364890,mobile,canceled,,547164.0,450.0,597.0,147.0,147.0
549738,337582,mobile,ended,6.0,521066.0,720.0,,,
549935,408639,mobile,ended,42.0,545149.0,240.0,37.0,-203.0,0.0
550172,399973,mobile,ended,30.0,545415.0,60.0,-69.0,-129.0,0.0
528135,363936,mobile,ended,-71.0,524255.0,240.0,53.0,-187.0,0.0
534419,362595,mobile,ended,28.0,538769.0,120.0,6.0,-114.0,0.0
534678,383344,connect,ended,164.0,563620.0,240.0,74.0,-166.0,0.0
510250,317024,connect,ended,-98.0,555935.0,270.0,50.0,-220.0,0.0
519298,352528,connect,ended,295.0,540649.0,480.0,90.0,-390.0,0.0
520824,396532,mobile,ended,-365.0,536007.0,90.0,46.0,-44.0,0.0
526953,340333,connect,ended,-111.0,537953.0,300.0,-13.0,-313.0,0.0
532405,380833,mobile,ended,-5.0,538592.0,30.0,-544.0,-574.0,0.0
563330,414410,mobile,canceled,,563358.0,60.0,15.0,-45.0,0.0
563460,410218,mobile,ended,-30.0,562205.0,300.0,-124.0,-424.0,0.0
563901,376491,connect,ended,-170.0,559165.0,240.0,90.0,-150.0,0.0
553900,398802,mobile,ended,8.0,540217.0,0.0,,,
554042,260745,mobile,ended,72.0,563190.0,30.0,262.0,232.0,232.0
554396,402078,mobile,ended,388.0,547517.0,630.0,67.0,-563.0,0.0
555810,303930,mobile,ended,61.0,549332.0,630.0,53.0,-577.0,0.0
555861,361518,mobile,ended,-100.0,563287.0,30.0,22.0,-8.0,0.0
516589,362187,connect,ended,74.0,564118.0,210.0,-8.0,-218.0,0.0
526733,192179,connect,ended,-94.0,541656.0,720.0,-58.0,-778.0,0.0
564685,283930,mobile,ended,33.0,563173.0,270.0,264.0,-6.0,0.0
565100,374741,connect,ended,-71.0,566177.0,0.0,-49.0,-49.0,0.0
565445,353138,mobile,ended,71.0,563150.0,120.0,60.0,-60.0,0.0
565569,310444,connect,ended,-110.0,561408.0,570.0,-54.0,-624.0,0.0
535011,369881,connect,ended,5.0,506161.0,120.0,6.0,-114.0,0.0
536702,409088,mobile,ended,38.0,541455.0,60.0,-172.0,-232.0,0.0
536816,360902,mobile,ended,-12.0,535641.0,450.0,,,
537439,305525,connect,ended,-181.0,531276.0,660.0,-145.0,-805.0,0.0
538939,222934,mobile,ended,9.0,543854.0,60.0,-17.0,-77.0,0.0
539530,279800,mobile,canceled,,540451.0,0.0,-19.0,-19.0,0.0
539588,392368,connect,ended,-226.0,544319.0,60.0,-484.0,-544.0,0.0
540523,342699,connect,ended,42.0,537316.0,120.0,66.0,-54.0,0.0
541437,314456,connect,canceled,,546501.0,0.0,-210.0,-210.0,0.0
542810,390729,mobile,ended,-121.0,540933.0,0.0,-14.0,-14.0,0.0
543524,195986,mobile,ended,26.0,539274.0,0.0,15.0,15.0,15.0
543533,356106,connect,canceled,,541079.0,60.0,-24.0,-84.0,0.0
550857,405420,mobile,ended,112.0,553313.0,360.0,260.0,-100.0,0.0
550907,334190,connect,canceled,,549759.0,0.0,142.0,142.0,142.0
559492,339475,mobile,ended,-3.0,555193.0,270.0,16.0,-254.0,0.0
560076,352528,connect,ended,-102.0,561362.0,30.0,-21.0,-51.0,0.0
545169,352650,connect,ended,49.0,540370.0,120.0,-322.0,-442.0,0.0
545586,384396,connect,canceled,,553994.0,60.0,120.0,60.0,60.0
562971,396777,mobile,ended,7.0,558913.0,420.0,19.0,-401.0,0.0
563634,360418,mobile,ended,11.0,544591.0,480.0,-22.0,-502.0,0.0
564845,342699,connect,ended,-61.0,565162.0,510.0,52.0,-458.0,0.0
564913,407315,mobile,ended,-172.0,565399.0,0.0,70.0,70.0,70.0
566664,408140,mobile,ended,-115.0,549726.0,660.0,72.0,-588.0,0.0
566710,373893,connect,ended,122.0,561416.0,420.0,-194.0,-614.0,0.0
567126,396435,connect,ended,-1.0,535053.0,420.0,-81.0,-501.0,0.0
540134,314456,connect,ended,62.0,543910.0,60.0,56.0,-4.0,0.0
566043,309070,connect,ended,2.0,560738.0,300.0,-37.0,-337.0,0.0
566181,366164,connect,ended,-24.0,570155.0,30.0,-130.0,-160.0,0.0
567979,347873,connect,canceled,,543790.0,30.0,-200.0,-230.0,0.0
569130,380813,mobile,ended,-10.0,551354.0,390.0,14.0,-376.0,0.0
571119,355444,connect,ended,-555.0,570983.0,150.0,-61.0,-211.0,0.0
533898,301301,connect,canceled,,557078.0,360.0,104.0,-256.0,0.0
537967,335276,connect,ended,46.0,540855.0,0.0,29.0,29.0,29.0
542601,282208,mobile,ended,184.0,521526.0,240.0,-53.0,-293.0,0.0
567818,368432,mobile,ended,-986.0,568439.0,630.0,-25.0,-655.0,0.0
568211,409197,mobile,ended,-27.0,563484.0,660.0,-76.0,-736.0,0.0
569153,407636,connect,canceled,,560335.0,0.0,-159.0,-159.0,0.0
569583,332998,mobile,ended,-125.0,566841.0,570.0,13.0,-557.0,0.0
571816,314220,mobile,ended,60.0,574276.0,120.0,43.0,-77.0,0.0
574188,358978,connect,ended,-30.0,573147.0,570.0,6.0,-564.0,0.0
575912,405611,connect,ended,-58.0,574676.0,90.0,35.0,-55.0,0.0
556652,394272,mobile,ended,1800.0,545556.0,720.0,-8.0,-728.0,0.0
556670,374057,mobile,ended,-14.0,553772.0,120.0,4.0,-116.0,0.0
556836,270935,mobile,ended,-171.0,546478.0,300.0,8.0,-292.0,0.0
557220,337311,mobile,ended,17.0,536108.0,0.0,,,
557430,376311,connect,canceled,,549853.0,240.0,-162.0,-402.0,0.0
566822,412917,mobile,ended,58.0,554385.0,660.0,0.0,-660.0,0.0
567091,402989,connect,ended,-397.0,557053.0,60.0,-95.0,-155.0,0.0
567286,295619,mobile,ended,7.0,567805.0,150.0,52.0,-98.0,0.0
567764,414230,mobile,ended,-33.0,566395.0,120.0,24.0,-96.0,0.0
567782,409499,mobile,ended,21.0,568160.0,690.0,48.0,-642.0,0.0
530845,373889,mobile,canceled,,536992.0,0.0,1.0,1.0,1.0
531468,397636,mobile,canceled,,538819.0,90.0,30.0,-60.0,0.0
535461,386259,connect,ended,-33.0,543525.0,30.0,11.0,-19.0,0.0
536440,392633,mobile,canceled,,553304.0,600.0,49.0,-551.0,0.0
551941,385378,mobile,ended,40.0,528845.0,60.0,,,
552138,385523,connect,ended,22.0,537139.0,30.0,-52.0,-82.0,0.0
552310,385625,connect,ended,-64.0,552425.0,300.0,-102.0,-402.0,0.0
547628,324940,mobile,canceled,,552763.0,120.0,-5.0,-125.0,0.0
547668,369881,connect,ended,13.0,535011.0,0.0,5.0,5.0,5.0
548899,361991,mobile,ended,46.0,547573.0,480.0,17.0,-463.0,0.0
549066,409663,mobile,canceled,,544279.0,600.0,,,
561623,386880,mobile,ended,-102.0,553117.0,630.0,65.0,-565.0,0.0
561637,404433,mobile,ended,-46.0,565733.0,480.0,,,
561678,316678,connect,ended,-760.0,560439.0,180.0,-8.0,-188.0,0.0
562032,289383,mobile,ended,45.0,560727.0,30.0,20.0,-10.0,0.0
562464,281955,mobile,ended,,565027.0,720.0,-55.0,-775.0,0.0
563487,338969,connect,ended,-60.0,564381.0,600.0,-53.0,-653.0,0.0
